Name,Latitude,Longitude,Description,Day
"Strandvejen 86, 9370 Hals",57.030162,10.34905,CONTAINER,8
"Strandvejen 86, 9370 Hals",57.030162,10.34905,CONTAINER,8
"Torndalsvej 1 A, 9370 Hals",57.040607,10.356581,CONTAINER,8
"Torndalsvej 1 A, 9370 Hals",57.040607,10.356581,CONTAINER,8
"Mikkelmark 13, 9370 Hals",57.050694,10.360032,CONTAINER,8
"Mikkelmark 13, 9370 Hals",57.050694,10.360032,CONTAINER,8
"Hou Mole 9, 9370 Hals",57.056699,10.377129,CONTAINER,8
"Moselodden 6, 9370 Hals",57.056482,10.345598,CONTAINER,8
"Gravsholtvej 10, 9310 Vodskov",57.107974,10.08337,CONTAINER,8
"Attrupvej 15, 9310 Vodskov",57.116171,10.052428,CONTAINER,8
"Skeldalen 35, 9310 Vodskov",57.113689,10.049809,CONTAINER,8
"Skeldalen 17, 9310 Vodskov",57.114291,10.050186,CONTAINER,8
"Tingvej 181, 9310 Vodskov",57.112144,10.030106,CONTAINER,8
"Storemosevej 24, 9310 Vodskov",57.114022,10.034152,CONTAINER,8
"Storemosevej 31, 9310 Vodskov",57.117133,10.036008,CONTAINER,8
"Storemosevej 18, 9310 Vodskov",57.115091,10.032118,CONTAINER,8
"Pitsvej 7, 9310 Vodskov",57.117338,10.028369,CONTAINER,8
"Gennem Bakkerne 23 A, 9310 Vodskov",57.119283,10.025629,CONTAINER,8
"Bodil Hjorths Vej 2, 9310 Vodskov",57.115229,10.025644,CONTAINER,8
"Bodil Hjorths Vej 5, 9310 Vodskov",57.114409,10.024064,CONTAINER,8
"Bodil Hjorths Vej 7, 9310 Vodskov",57.114064,10.022808,CONTAINER,8
"Bodil Hjorths Vej 9, 9310 Vodskov",57.114102,10.021491,CONTAINER,8
"Bodil Hjorths Vej 12 A, 9310 Vodskov",57.115688,10.021093,CONTAINER,8
"Bodil Hjorths Vej 16, 9310 Vodskov",57.113347,10.020719,CONTAINER,8
"Lille Tingbakke 2, 9310 Vodskov",57.112515,10.014412,CONTAINER,8
"Lille Tingbakke 8, 9310 Vodskov",57.112126,10.013802,CONTAINER,8
"Lille Tingbakke 16, 9310 Vodskov",57.111198,10.013056,CONTAINER,8
"Store Tingbakke 7, 9310 Vodskov",57.110646,10.012372,CONTAINER,8
"Store Tingbakke 24, 9310 Vodskov",57.111104,10.011497,CONTAINER,8
"Store Tingbakke 218, 9310 Vodskov",57.110022,10.009354,CONTAINER,8
"Store Tingbakke 169, 9310 Vodskov",57.109758,10.007669,CONTAINER,8
"Store Tingbakke 170, 9310 Vodskov",57.109516,10.009064,CONTAINER,8
"Store Tingbakke 162, 9310 Vodskov",57.10938,10.009617,CONTAINER,8
"Store Tingbakke 134, 9310 Vodskov",57.109233,10.010571,CONTAINER,8
"Store Tingbakke 86, 9310 Vodskov",57.10975,10.011264,CONTAINER,8
"Store Tingbakke 77, 9310 Vodskov",57.110198,10.011876,CONTAINER,8
"Viren 4, 9310 Vodskov",57.113103,10.027931,CONTAINER,8
"Viren 4, 9310 Vodskov",57.113103,10.027931,CONTAINER,8
"Gennem Bakkerne 5, 9310 Vodskov",57.113775,10.025197,CONTAINER,8
"Kikkenborg 22, 9310 Vodskov",57.104739,10.018649,CONTAINER,8
"Over Bækken 2, 9000 Aalborg",57.025898,9.921586,DEPOT,9
"Kollegievej 2 C, 9000 Aalborg",57.024736,9.943258,CONTAINER,9
"Kollegievej 2 C, 9000 Aalborg",57.024736,9.943258,CONTAINER,9
"Stjernevej 1, 9200 Aalborg SV",57.021489,9.910103,CONTAINER,9
"Vegavej 2, 9200 Aalborg SV",57.022114,9.907565,CONTAINER,9
"Scheelsmindevej 4, 9200 Aalborg SV",57.021508,9.90348,CONTAINER,9
"Scheelsmindevej 64, 9200 Aalborg SV",57.019202,9.902004,CONTAINER,9
"Scheelsmindevej 120, 9200 Aalborg SV",57.018443,9.90135,CONTAINER,9
"Præstemarken 104, 9000 Aalborg",57.023542,9.90546,CONTAINER,9
"Præstemarken 61, 9000 Aalborg",57.023603,9.907806,CONTAINER,9
"Klokkervangen 2, 9000 Aalborg",57.024788,9.908442,CONTAINER,9
"Præstemarken 53, 9000 Aalborg",57.025306,9.907882,CONTAINER,9
"Præstemarken 46 B, 9000 Aalborg",57.025428,9.906852,CONTAINER,9
"Degnelodden 21, 9000 Aalborg",57.026182,9.907659,CONTAINER,9
"Provstejorden 54, 9000 Aalborg",57.026131,9.909252,CONTAINER,9
"Præstemarken 21, 9000 Aalborg",57.026652,9.907275,CONTAINER,9
"Provstejorden 34, 9000 Aalborg",57.027941,9.909458,CONTAINER,9
"Provstejorden 11, 9000 Aalborg",57.029593,9.909951,CONTAINER,9
"Provstejorden 12, 9000 Aalborg",57.029495,9.908993,CONTAINER,9
"Provstejorden 8, 9000 Aalborg",57.02974,9.908743,CONTAINER,9
"Gundorfslund 24, 9000 Aalborg",57.030568,9.908918,CONTAINER,9
"Gundorfslund 7, 9000 Aalborg",57.031513,9.909293,CONTAINER,9
"Gundorfslund 19, 9000 Aalborg",57.030863,9.909493,CONTAINER,9
"Gundorfslund 4 C, 9000 Aalborg",57.03105,9.908481,CONTAINER,9
"Konvalvej 22, 9000 Aalborg",57.030446,9.903148,CONTAINER,9
"Konvalvej 37, 9000 Aalborg",57.029943,9.902427,CONTAINER,9
"Konvalvej 11, 9000 Aalborg",57.028901,9.902234,CONTAINER,9
"Bynkevej 25, 9000 Aalborg",57.028431,9.902158,CONTAINER,9
"Blomstermarken 60, 9000 Aalborg",57.027875,9.901194,CONTAINER,9
"Blomstermarken 35, 9000 Aalborg",57.027374,9.901637,CONTAINER,9
"Blomstermarken 18, 9000 Aalborg",57.027682,9.902662,CONTAINER,9
"Revlingbakken 121, 9000 Aalborg",57.026047,9.893934,CONTAINER,9
"Revlingbakken 107, 9000 Aalborg",57.026222,9.895585,CONTAINER,9
"Revlingbakken 63, 9000 Aalborg",57.02602,9.897174,CONTAINER,9
"Revlingbakken 77, 9000 Aalborg",57.025583,9.898575,CONTAINER,9
"Perikumvej 7, 9000 Aalborg",57.025415,9.899848,CONTAINER,9
"Perikumvej 4, 9000 Aalborg",57.025132,9.899093,CONTAINER,9
"Malurtvej 1, 9000 Aalborg",57.024176,9.900468,CONTAINER,9
"Skelagervej 375 L, 9000 Aalborg",57.022481,9.873548,CONTAINER,9
"Åbrinken 1, 9200 Aalborg SV",57.009108,9.900933,CONTAINER,9
"Lønneparken 11, 9000 Aalborg",57.026537,9.946372,CONTAINER,9
"Lønneparken 4, 9000 Aalborg",57.027336,9.946189,CONTAINER,9
"Lønneparken 7, 9000 Aalborg",57.026697,9.947192,CONTAINER,9
"Egeparken 4, 9000 Aalborg",57.027931,9.946513,CONTAINER,9
"Egeparken 8, 9000 Aalborg",57.02727,9.94722,CONTAINER,9
"Egeparken 3, 9000 Aalborg",57.028089,9.947191,CONTAINER,9
"Lønneparken 10, 9000 Aalborg",57.027015,9.945341,CONTAINER,9
"Magisterparken 10, 9000 Aalborg",57.027695,9.943564,CONTAINER,9
"Magisterparken 24, 9000 Aalborg",57.028134,9.941101,CONTAINER,9
"Magisterparken 421, 9000 Aalborg",57.027543,9.939849,CONTAINER,9
"Magisterparken 37, 9000 Aalborg",57.026971,9.942659,CONTAINER,9
"Blegkilde Alle 2 L, 9000 Aalborg",57.030612,9.941619,CONTAINER,9
"Blegkilde Alle 6, 9000 Aalborg",57.031014,9.942383,CONTAINER,9
"Blegkilde Alle 8 F, 9000 Aalborg",57.031821,9.942154,CONTAINER,9
"Blegkilde Alle 14, 9000 Aalborg",57.031219,9.941184,CONTAINER,9
"Blegkilde Alle 39, 9000 Aalborg",57.030478,9.940027,CONTAINER,9
"Blegkilde Alle 59, 9000 Aalborg",57.030118,9.938123,CONTAINER,9
"Blegkilde Alle 85, 9000 Aalborg",57.029445,9.937319,CONTAINER,9
"Danalien 13, 9000 Aalborg",57.029323,9.940387,CONTAINER,9
"Danalien 1, 9000 Aalborg",57.028715,9.943507,CONTAINER,9
"Borgmester Jørgensens Vej 5, 9000 Aalborg",57.030922,9.945721,CONTAINER,9
"Borgmester Jørgensens Vej 5, 9000 Aalborg",57.030922,9.945721,CONTAINER,9
"Borgmester Jørgensens Vej 2, 9000 Aalborg",57.030466,9.945028,CONTAINER,9
"Kridtsløjfen 18, 9000 Aalborg",57.036247,9.936585,CONTAINER,9
"Kridtsløjfen 4, 9000 Aalborg",57.035945,9.937761,CONTAINER,9
"Ditlev Bergs Vej 29, 9000 Aalborg",57.035285,9.937022,CONTAINER,9
"Karnersvej 21, 9000 Aalborg",57.03734909537882,9.939179694441036,CONTAINER,9
"Samsøgade 51, 9000 Aalborg",57.038168,9.942023,CONTAINER,9
"Østre Alle 87, 9000 Aalborg",57.03919,9.942656,CONTAINER,9
"Poul Larsens Vej 80, 9000 Aalborg",57.034455,9.933373,CONTAINER,9
"Visionsvej 1, 9000 Aalborg",57.035587,9.932806,CONTAINER,9
"Visionsvej 11, 9000 Aalborg",57.036158,9.932263,CONTAINER,9
"Tankedraget 3, 9000 Aalborg",57.03672,9.933231,CONTAINER,9
"Tankedraget 31, 9000 Aalborg",57.036421,9.933004,CONTAINER,9
"Visionsvej 4, 9000 Aalborg",57.035445,9.933861,CONTAINER,9
"Visionsvej 2, 9000 Aalborg",57.035951,9.933277,CONTAINER,9
"Alexander Foss Gade 7, 9000 Aalborg",57.035826,9.93466,CONTAINER,9
"Alexander Foss Gade 18, 9000 Aalborg",57.035693,9.935286,CONTAINER,9
"Alexander Foss Gade 16 A, 9000 Aalborg",57.03571,9.936113,CONTAINER,9
"Alexander Foss Gade 12, 9000 Aalborg",57.035241,9.934922,CONTAINER,9
"Boeck-Hansens Vej 3, 9000 Aalborg",57.034873,9.934457,CONTAINER,9
"Kildevældet 7, 9000 Aalborg",57.033046,9.936639,CONTAINER,9
"Kildevældet 9, 9000 Aalborg",57.032839,9.937155,CONTAINER,9
"Boeck-Hansens Vej 19, 9000 Aalborg",57.033,9.935106,CONTAINER,9
"Boeck-Hansens Vej 11, 9000 Aalborg",57.034093,9.934699,CONTAINER,9
"Kildestrømmen 4, 9000 Aalborg",57.033678,9.935609,CONTAINER,9
"Kildestrømmen 6, 9000 Aalborg",57.033539,9.936373,CONTAINER,9
"Kildestrømmen 8, 9000 Aalborg",57.033515,9.937232,CONTAINER,9
"Boeck-Hansens Vej 4, 9000 Aalborg",57.034739,9.933828,CONTAINER,9
"Ditlev Bergs Vej 16, 9000 Aalborg",57.035105,9.936055,CONTAINER,9
"Over Bækken 2, 9000 Aalborg",57.025898,9.921586,DEPOT,10
"Pontoppidanstræde 71 A, 9220 Aalborg Øst",57.016995,9.972824,CONTAINER,10
"Pontoppidanstræde 93 A, 9220 Aalborg Øst",57.016711,9.974563,CONTAINER,10
"Marshalls Alle 4, 9220 Aalborg Øst",57.014493,9.959984,CONTAINER,10
"Marshalls Alle 11, 9220 Aalborg Øst",57.013814,9.960786,CONTAINER,10
"Marshalls Alle 1, 9220 Aalborg Øst",57.014203,9.961174,CONTAINER,10
"Marie Curies Alle 118, 9220 Aalborg Øst",57.011407,9.962861,CONTAINER,10
"Marie Curies Alle 95, 9220 Aalborg Øst",57.01173,9.9638,CONTAINER,10
"Marie Curies Alle 53, 9220 Aalborg Øst",57.012342,9.964344,CONTAINER,10
"Marie Curies Alle 11, 9220 Aalborg Øst",57.013041,9.96455,CONTAINER,10
"Marie Curies Alle 1, 9220 Aalborg Øst",57.013337,9.964932,CONTAINER,10
"James Tobins Alle 1, 9220 Aalborg Øst",57.012749,9.967867,CONTAINER,10
"James Tobins Alle 5, 9220 Aalborg Øst",57.012451,9.967686,CONTAINER,10
"James Tobins Alle 151, 9220 Aalborg Øst",57.012137,9.96804,CONTAINER,10
"Nerudas Alle 213, 9220 Aalborg Øst",57.011739,9.966436,CONTAINER,10
"Nerudas Alle 66, 9220 Aalborg Øst",57.011373,9.966892,CONTAINER,10
"Nerudas Alle 105, 9220 Aalborg Øst",57.010494,9.967603,CONTAINER,10
"Nerudas Alle 145, 9220 Aalborg Øst",57.010438,9.966499,CONTAINER,10
"Nerudas Alle 157, 9220 Aalborg Øst",57.010721,9.965326,CONTAINER,10
"Nerudas Alle 77, 9220 Aalborg Øst",57.010041,9.968939,CONTAINER,10
"Nerudas Alle 34, 9220 Aalborg Øst",57.010963,9.968832,CONTAINER,10
"Nerudas Alle 28, 9220 Aalborg Øst",57.011413,9.969448,CONTAINER,10
"Nerudas Alle 6, 9220 Aalborg Øst",57.012487,9.970028,CONTAINER,10
"Nerudas Alle 3, 9220 Aalborg Øst",57.012557,9.970404,CONTAINER,10
"Seiferts Alle 4, 9260 Gistrup",57.012362,9.97392,CONTAINER,10
"Seiferts Alle 8, 9260 Gistrup",57.012399,9.972169,CONTAINER,10
"Seiferts Alle 6, 9260 Gistrup",57.012351,9.973079,CONTAINER,10
"Tinbergens Alle 33, 9260 Gistrup",57.012332,9.976539,CONTAINER,10
"Tinbergens Alle 61, 9260 Gistrup",57.011924,9.975536,CONTAINER,10
"Myrdalstræde 26, 9220 Aalborg Øst",57.013297,9.979015,CONTAINER,10
"Myrdalstræde 26, 9220 Aalborg Øst",57.013297,9.979015,CONTAINER,10
"Myrdalstræde 26, 9220 Aalborg Øst",57.013297,9.979015,CONTAINER,10
"Myrdalstræde 26, 9220 Aalborg Øst",57.013297,9.979015,CONTAINER,10
"Myrdalstræde 25, 9220 Aalborg Øst",57.013905,9.976499,CONTAINER,10
"Myrdalstræde 15, 9220 Aalborg Øst",57.013254,9.976226,CONTAINER,10
"Myrdalstræde 15, 9220 Aalborg Øst",57.013254,9.976226,CONTAINER,10
"Jasminparken 1 B, 9260 Gistrup",57.007951,9.987122,CONTAINER,10
"Jasminparken 27 B, 9260 Gistrup",57.007467,9.986979,CONTAINER,10
"Jasminparken 88 B, 9260 Gistrup",57.006799,9.986604,CONTAINER,10
"Halldor Laxness Vej 1, 9220 Aalborg Øst",57.012641,9.981634,CONTAINER,10
"Halldor Laxness Vej 1, 9220 Aalborg Øst",57.012641,9.981634,CONTAINER,10
"Damstræde 2, 9220 Aalborg Øst",57.015619,9.982936,CONTAINER,10
"Damstræde 50, 9220 Aalborg Øst",57.015659,9.98047,CONTAINER,10
"Fredrik Bajers Vej 2, 9220 Aalborg Øst",57.016779,9.983559,CONTAINER,10
"Fredrik Bajers Vej 144, 9220 Aalborg Øst",57.017891,9.983287,CONTAINER,10
"Fredrik Bajers Vej 154, 9220 Aalborg Øst",57.017943,9.981883,CONTAINER,10
"Damstræde 135, 9220 Aalborg Øst",57.0161,9.978311,CONTAINER,10
"Niels Bohrs Vej 36, 9220 Aalborg Øst",57.018077,9.988359,CONTAINER,10
"Niels Bohrs Vej 40, 9220 Aalborg Øst",57.017169,9.988428,CONTAINER,10
"Sigrid Undsets Vej 176, 9220 Aalborg Øst",57.017847,9.990869,CONTAINER,10
"Sigrid Undsets Vej 276, 9220 Aalborg Øst",57.017143,9.990077,CONTAINER,10
"Sigrid Undsets Vej 276, 9220 Aalborg Øst",57.017143,9.990077,CONTAINER,10
"Sigrid Undsets Vej 280 A, 9220 Aalborg Øst",57.01659,9.988374,CONTAINER,10
"Sigrid Undsets Vej 149, 9220 Aalborg Øst",57.015567,9.989544,CONTAINER,10
"Sigrid Undsets Vej 223, 9220 Aalborg Øst",57.015498,9.988383,CONTAINER,10
"Langagervej 4, 9220 Aalborg Øst",57.021739,9.977589,CONTAINER,10
"Ribevej 3, 9220 Aalborg Øst",57.023426,9.9772,CONTAINER,10
"Ribevej 24, 9220 Aalborg Øst",57.022616,9.979936,CONTAINER,10
"Ribevej 36, 9220 Aalborg Øst",57.021933,9.979949,CONTAINER,10
"Brandevej 2 A, 9220 Aalborg Øst",57.025324,9.976606,CONTAINER,10
"Brandevej 8 A, 9220 Aalborg Øst",57.025358,9.978311,CONTAINER,10
"Brandevej 10, 9220 Aalborg Øst",57.025037,9.978986,CONTAINER,10
"Herningvej 223, 9220 Aalborg Øst",57.021286,9.985467,CONTAINER,10
"Herningvej 123, 9220 Aalborg Øst",57.023512,9.985765,CONTAINER,10
"Herningvej 17 C, 9220 Aalborg Øst",57.028953,9.979422,CONTAINER,10
"Herningvej 11 A, 9220 Aalborg Øst",57.029766,9.980001,CONTAINER,10
"Herningvej 5 A, 9220 Aalborg Øst",57.028419,9.979639,CONTAINER,10
"Herningvej 1 C, 9220 Aalborg Øst",57.028551,9.97854,CONTAINER,10
"Over Bækken 2, 9000 Aalborg",57.025898,9.921586,DEPOT,11
"Th. Sauers Vej 64, 9000 Aalborg",57.026225,9.930357,CONTAINER,11
"Th. Sauers Vej 86, 9000 Aalborg",57.026053,9.931513,CONTAINER,11
"Peter Freuchens Vej 6, 9210 Aalborg SØ",57.024184,9.940942,CONTAINER,11
"Peter Freuchens Vej 16, 9210 Aalborg SØ",57.024294,9.939307,CONTAINER,11
"Peter Freuchens Vej 20, 9210 Aalborg SØ",57.024605,9.939348,CONTAINER,11
"Peter Freuchens Vej 42, 9210 Aalborg SØ",57.024724,9.93794,CONTAINER,11
"Peter Freuchens Vej 39, 9210 Aalborg SØ",57.023498,9.93662,CONTAINER,11
"Fridtjof Nansens Vej 25, 9210 Aalborg SØ",57.023807,9.939039,CONTAINER,11
"Fridtjof Nansens Vej 3, 9210 Aalborg SØ",57.022733,9.9399,CONTAINER,11
"Umanakvej 2, 9210 Aalborg SØ",57.022396,9.940656,CONTAINER,11
"Ivigtutvej 10, 9210 Aalborg SØ",57.02093,9.940432,CONTAINER,11
"Roald Amundsens Vej 14, 9210 Aalborg SØ",57.023036,9.937662,CONTAINER,11
"Roald Amundsens Vej 2, 9210 Aalborg SØ",57.0225,9.938786,CONTAINER,11
"Umanakvej 20, 9210 Aalborg SØ",57.021157,9.941768,CONTAINER,11
"Umanakvej 7, 9210 Aalborg SØ",57.02147,9.942556,CONTAINER,11
"Umanakvej 19, 9210 Aalborg SØ",57.021491,9.943735,CONTAINER,11
"Grønlands Torv 17, 9210 Aalborg SØ",57.022275,9.943585,CONTAINER,11
"Grønlands Torv 9, 9210 Aalborg SØ",57.022561,9.943412,CONTAINER,11
"Grønlands Torv 5, 9210 Aalborg SØ",57.022807,9.943188,CONTAINER,11
"Diskovej 38, 9210 Aalborg SØ",57.022398,9.946472,CONTAINER,11
"Diskovej 154, 9210 Aalborg SØ",57.021093,9.950157,CONTAINER,11
"Diskovej 102, 9210 Aalborg SØ",57.021883,9.948126,CONTAINER,11
"Ditlev Bergs Vej 5, 9000 Aalborg",57.034877,9.936604,CONTAINER,11
"Overblikket 8, 9000 Aalborg",57.032998,9.939484,CONTAINER,11
"Overblikket 9, 9000 Aalborg",57.032232,9.938957,CONTAINER,11
"Kridtsløjfen 21, 9000 Aalborg",57.032893,9.940946,CONTAINER,11
"Plateauet 54, 9000 Aalborg",57.034444,9.937061,CONTAINER,11
"Plateauet 104, 9000 Aalborg",57.03434,9.93874,CONTAINER,11
"Plateauet 21, 9000 Aalborg",57.033827,9.939334,CONTAINER,11
"Kalkskrænten 58, 9000 Aalborg",57.033471,9.941261,CONTAINER,11
"Kalkskrænten 20, 9000 Aalborg",57.034629,9.939827,CONTAINER,11
"Ditlev Bergs Vej 16, 9000 Aalborg",57.035105,9.936055,CONTAINER,11
"Ditlev Bergs Vej 16, 9000 Aalborg",57.035105,9.936055,CONTAINER,11
"Ny Kærvej 8 D, 9000 Aalborg",57.032621,9.917755,CONTAINER,11
"Enggårdsgade 5, 9000 Aalborg",57.032113,9.91653,CONTAINER,11
"Forchhammersvej 83, 9000 Aalborg",57.033625,9.912707,CONTAINER,11
"Forchhammersvej 9 L, 9000 Aalborg",57.03602,9.913142,CONTAINER,11
"Forchhammersvej 9 E, 9000 Aalborg",57.035942,9.913802,CONTAINER,11
"Forchhammersvej 9 B, 9000 Aalborg",57.036187,9.913299,CONTAINER,11
"Julius Posselts Vej 1 A, 9400 Nørresundby",57.0648,9.899181,CONTAINER,11
"Julius Posselts Vej 8, 9400 Nørresundby",57.064694,9.896506,CONTAINER,11
"Anders Nielsens Vej 21 B, 9400 Nørresundby",57.064341,9.901907,CONTAINER,11
"H. C. Andersens Vej 26, 9000 Aalborg",57.042343,9.970222,CONTAINER,11
"H. C. Andersens Vej 10, 9000 Aalborg",57.042914,9.968078,CONTAINER,11
"Årestrupsvej 28, 9000 Aalborg",57.041762,9.968004,CONTAINER,11
"Årestrupsvej 10, 9000 Aalborg",57.042557,9.966625,CONTAINER,11
"Hadsundvej 86 F, 9000 Aalborg",57.036271,9.952907,CONTAINER,11
"Hadsundvej 86 C, 9000 Aalborg",57.036693,9.952476,CONTAINER,11
"Riishøjsvej 6, 9000 Aalborg",57.036481,9.951832,CONTAINER,11
"Thulevej 38, 9210 Aalborg SØ",57.021043,9.946644,CONTAINER,11
"Thulevej 46, 9210 Aalborg SØ",57.021484,9.945836,CONTAINER,11
"Thulevej 54, 9210 Aalborg SØ",57.022005,9.945179,CONTAINER,11
"Thulevej 30, 9210 Aalborg SØ",57.020669,9.947603,CONTAINER,11
"Thulevej 20, 9210 Aalborg SØ",57.020317,9.948862,CONTAINER,11
"Thulevej 12, 9210 Aalborg SØ",57.020103,9.949962,CONTAINER,11
"Thulevej 6, 9210 Aalborg SØ",57.020002,9.950738,CONTAINER,11
"Scoresbysundvej 8, 9210 Aalborg SØ",57.019086,9.950571,CONTAINER,11
"Scoresbysundvej 10, 9210 Aalborg SØ",57.018647,9.950126,CONTAINER,11
"Mylius Erichsens Vej 123, 9210 Aalborg SØ",57.020009,9.944141,CONTAINER,11
"Umanakvej 28, 9210 Aalborg SØ",57.020548,9.942014,CONTAINER,11
"Mylius Erichsens Vej 77, 9210 Aalborg SØ",57.021548,9.938074,CONTAINER,11
"C. P. Holbølls Plads 20, 9210 Aalborg SØ",57.021521,9.935523,CONTAINER,11
"Peter Bruuns Vej 89, 9210 Aalborg SØ",57.021654,9.933078,CONTAINER,11
"Mylius Erichsens Vej 67, 9210 Aalborg SØ",57.021867,9.937055,CONTAINER,11
"Carl Rothes Vej 76, 9210 Aalborg SØ",57.020367,9.935955,CONTAINER,11
"Hellevangen 77, 9210 Aalborg SØ",57.018991,9.934832,CONTAINER,11
"Hellevangen 25, 9210 Aalborg SØ",57.017902,9.93095,CONTAINER,11
"Hellevangen 39, 9210 Aalborg SØ",57.018333,9.929596,CONTAINER,11
"Hellevangen 49, 9210 Aalborg SØ",57.01862,9.928695,CONTAINER,11
"Beatesmindevej 16, 9210 Aalborg SØ",57.019167,9.928088,CONTAINER,11
"Hellevangen 13, 9210 Aalborg SØ",57.017562,9.932023,CONTAINER,11
"Hellevangen 1, 9210 Aalborg SØ",57.017219,9.933098,CONTAINER,11
"Nøhr Sørensens Vej 1 B, 9210 Aalborg SØ",57.015845,9.932553,CONTAINER,11
"Beatesmindevej 30, 9210 Aalborg SØ",57.019237,9.930615,CONTAINER,11
"Beatesmindevej 30, 9210 Aalborg SØ",57.019237,9.930615,CONTAINER,11
"Beatesmindevej 54, 9210 Aalborg SØ",57.018612,9.932401,CONTAINER,11
"Beatesmindevej 54, 9210 Aalborg SØ",57.018612,9.932401,CONTAINER,11
"Beatesmindevej 6, 9210 Aalborg SØ",57.01982,9.928786,CONTAINER,11
"Gertrud Rasks Vej 3, 9210 Aalborg SØ",57.023373,9.928165,CONTAINER,11
"Fabriciusvej 24, 9210 Aalborg SØ",57.022105,9.927512,CONTAINER,11
"Fabriciusvej 24, 9210 Aalborg SØ",57.022105,9.927512,CONTAINER,11
"Fabriciusvej 24, 9210 Aalborg SØ",57.022105,9.927512,CONTAINER,11
"Gertrud Rasks Vej 43, 9210 Aalborg SØ",57.023177,9.929207,CONTAINER,11
"Gertrud Rasks Vej 28, 9210 Aalborg SØ",57.022283,9.928484,CONTAINER,11
"Gertrud Rasks Vej 124, 9210 Aalborg SØ",57.021758,9.930458,CONTAINER,11
"Gertrud Rasks Vej 83, 9210 Aalborg SØ",57.022927,9.930223,CONTAINER,11
"Gertrud Rasks Vej 74, 9210 Aalborg SØ",57.022355,9.929265,CONTAINER,11
